game_id,seed,game_index_within_seed,strategy,winner,village_win,wolf_win,seer_seat,seer_side,seer_seat_type,wolf_seats,wolves_on_edge,wolves_on_inner,wolves_left_side,wolves_right_side,first_check_target,first_check_target_role,first_check_target_is_wolf,first_check_target_seat_type,first_check_target_side,all_seer_check_targets_in_order,all_seer_check_roles_in_order,total_seer_checks,seer_found_any_wolf,seer_found_wolf_count,first_check_wolf,seer_survived_to_game_end,seer_death_round,total_rounds,final_alive_players,final_alive_wolves,final_alive_villagers
default_seed_46_game_338,46,338,default,wolf,0,1,7,right,inner,"[2,4,10]",1,2,2,1,8,villager,0,inner,right,"[8,6]","[""villager"",""hunter""]",2,0,0,0,0,2,3,6,3,3
default_seed_46_game_339,46,339,default,wolf,0,1,5,left,edge,"[1,9,10]",2,1,1,2,7,villager,0,inner,right,[7],"[""villager""]",1,0,0,0,0,1,2,6,3,3
default_seed_46_game_340,46,340,default,wolf,0,1,3,left,inner,"[1,7,8]",1,2,1,2,10,villager,0,edge,right,"[10,5]","[""villager"",""villager""]",2,0,0,0,0,2,4,2,1,1
default_seed_46_game_341,46,341,default,village,1,0,2,left,inner,"[3,6,7]",1,2,1,2,10,witch,0,edge,right,"[10,4,8]","[""witch"",""villager"",""villager""]",3,0,0,0,1,,3,4,0,4
default_seed_46_game_342,46,342,default,village,1,0,9,right,inner,"[1,3,8]",1,2,2,1,4,villager,0,inner,left,"[4,8]","[""villager"",""werewolf""]",2,1,1,0,1,,2,6,0,6
default_seed_46_game_343,46,343,default,village,1,0,3,left,inner,"[1,6,8]",2,1,1,2,4,villager,0,inner,left,[4],"[""villager""]",1,0,0,0,0,1,4,2,0,2
default_seed_46_game_344,46,344,default,village,1,0,1,left,edge,"[5,7,10]",2,1,1,2,6,villager,0,edge,right,"[6,9,6]","[""villager"",""hunter"",""villager""]",3,0,0,0,1,,3,3,0,3
default_seed_46_game_345,46,345,default,wolf,0,1,10,right,edge,"[5,8,9]",1,2,1,2,6,villager,0,edge,right,"[6,8]","[""villager"",""werewolf""]",2,1,1,0,1,,2,6,3,3
default_seed_46_game_346,46,346,default,wolf,0,1,7,right,inner,"[1,6,8]",2,1,1,2,9,villager,0,inner,right,"[9,9,4]","[""villager"",""villager"",""hunter""]",3,0,0,0,0,3,4,2,1,1
default_seed_46_game_347,46,347,default,wolf,0,1,4,left,inner,"[2,8,10]",1,2,1,2,10,werewolf,1,edge,right,"[10,2,5,5]","[""werewolf"",""werewolf"",""villager"",""villager""]",4,1,2,1,1,,4,2,1,1
default_seed_46_game_348,46,348,default,wolf,0,1,5,left,edge,"[4,6,9]",1,2,1,2,10,villager,0,edge,right,"[10,2]","[""villager"",""witch""]",2,0,0,0,0,2,4,2,1,1
default_seed_46_game_349,46,349,default,village,1,0,8,right,inner,"[3,5,6]",2,1,2,1,6,werewolf,1,edge,right,"[6,7]","[""werewolf"",""villager""]",2,1,1,1,0,2,3,4,0,4
default_seed_46_game_350,46,350,default,wolf,0,1,3,left,inner,"[1,2,7]",1,2,2,1,1,werewolf,1,edge,left,"[1,8]","[""werewolf"",""villager""]",2,1,1,1,0,2,5,2,1,1
default_seed_46_game_351,46,351,default,wolf,0,1,8,right,inner,"[1,5,6]",3,0,2,1,6,werewolf,1,edge,right,"[6,5,2]","[""werewolf"",""werewolf"",""villager""]",3,1,2,1,0,3,4,2,1,1
default_seed_46_game_352,46,352,default,village,1,0,6,right,edge,"[3,8,9]",0,3,1,2,1,villager,0,edge,left,"[1,5,3]","[""villager"",""villager"",""werewolf""]",3,1,1,0,0,3,3,4,0,4
default_seed_46_game_353,46,353,default,wolf,0,1,9,right,inner,"[1,6,7]",2,1,1,2,7,werewolf,1,inner,right,"[7,10]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,1,1
default_seed_46_game_354,46,354,default,wolf,0,1,10,right,edge,"[5,6,7]",2,1,1,2,7,werewolf,1,inner,right,"[7,9]","[""werewolf"",""hunter""]",2,1,1,1,0,2,4,2,1,1
default_seed_46_game_355,46,355,default,wolf,0,1,2,left,inner,"[4,6,9]",1,2,1,2,6,werewolf,1,edge,right,"[6,4]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,4,2,1,1
default_seed_46_game_356,46,356,default,village,1,0,9,right,inner,"[2,3,7]",0,3,2,1,4,villager,0,inner,left,"[4,8,4,2]","[""villager"",""hunter"",""villager"",""werewolf""]",4,1,1,0,1,,4,3,0,3
default_seed_46_game_357,46,357,default,village,1,0,7,right,inner,"[3,5,6]",2,1,2,1,2,villager,0,inner,left,"[2,9]","[""villager"",""villager""]",2,0,0,0,0,2,3,5,0,5
default_seed_46_game_358,46,358,default,wolf,0,1,3,left,inner,"[4,5,8]",1,2,2,1,6,witch,0,edge,right,"[6,9]","[""witch"",""villager""]",2,0,0,0,1,,2,6,3,3
default_seed_46_game_359,46,359,default,wolf,0,1,8,right,inner,"[1,2,5]",2,1,3,0,7,villager,0,inner,right,"[7,4,5]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,6,3,3
default_seed_46_game_360,46,360,default,wolf,0,1,9,right,inner,"[2,4,6]",1,2,2,1,4,werewolf,1,inner,left,"[4,10,7,1]","[""werewolf"",""witch"",""villager"",""villager""]",4,1,1,1,1,,4,4,2,2
default_seed_46_game_361,46,361,default,wolf,0,1,8,right,inner,"[2,3,5]",1,2,3,0,7,villager,0,inner,right,[7],"[""villager""]",1,0,0,0,0,1,3,4,2,2
default_seed_46_game_362,46,362,default,wolf,0,1,1,left,edge,"[3,4,5]",1,2,3,0,10,witch,0,edge,right,"[10,5,9]","[""witch"",""werewolf"",""villager""]",3,1,1,0,0,3,4,2,1,1
default_seed_46_game_363,46,363,default,village,1,0,10,right,edge,"[1,2,7]",1,2,2,1,2,werewolf,1,inner,left,"[2,5,7]","[""werewolf"",""villager"",""werewolf""]",3,1,2,1,1,,3,4,0,4
default_seed_46_game_364,46,364,default,wolf,0,1,5,left,edge,"[1,4,6]",2,1,2,1,10,villager,0,edge,right,"[10,8,6,8]","[""villager"",""villager"",""werewolf"",""villager""]",4,1,1,0,1,,4,2,1,1
default_seed_46_game_365,46,365,default,village,1,0,5,left,edge,"[3,6,9]",1,2,1,2,1,villager,0,edge,left,"[1,1,1,10]","[""villager"",""villager"",""villager"",""villager""]",4,0,0,0,1,,4,2,0,2
default_seed_46_game_366,46,366,default,wolf,0,1,10,right,edge,"[3,4,6]",1,2,2,1,2,villager,0,inner,left,"[2,9,9,9]","[""villager"",""witch"",""witch"",""witch""]",4,0,0,0,0,4,4,2,1,1
default_seed_46_game_367,46,367,default,village,1,0,10,right,edge,"[1,4,6]",2,1,2,1,7,hunter,0,inner,right,"[7,5,7,4]","[""hunter"",""villager"",""hunter"",""werewolf""]",4,1,1,0,1,,4,2,0,2
default_seed_46_game_368,46,368,default,wolf,0,1,7,right,inner,"[1,2,4]",1,2,3,0,6,witch,0,edge,right,"[6,4]","[""witch"",""werewolf""]",2,1,1,0,0,2,3,2,1,1
default_seed_46_game_369,46,369,default,wolf,0,1,2,left,inner,"[6,8,9]",1,2,0,3,9,werewolf,1,inner,right,"[9,10,5]","[""werewolf"",""villager"",""hunter""]",3,1,1,1,1,,3,4,2,2
default_seed_46_game_370,46,370,default,wolf,0,1,3,left,inner,"[5,6,9]",2,1,1,2,10,villager,0,edge,right,[10],"[""villager""]",1,0,0,0,0,1,2,6,3,3
default_seed_46_game_371,46,371,default,wolf,0,1,10,right,edge,"[4,5,8]",1,2,2,1,2,villager,0,inner,left,"[2,1,2]","[""villager"",""witch"",""villager""]",3,0,0,0,1,,3,4,2,2
default_seed_46_game_372,46,372,default,village,1,0,6,right,edge,"[4,5,8]",1,2,2,1,4,werewolf,1,inner,left,"[4,3,3,8]","[""werewolf"",""villager"",""villager"",""werewolf""]",4,1,2,1,1,,4,3,0,3
default_seed_46_game_373,46,373,default,wolf,0,1,6,right,edge,"[1,4,10]",2,1,2,1,5,witch,0,edge,left,"[5,9,4]","[""witch"",""villager"",""werewolf""]",3,1,1,0,0,3,3,6,3,3
default_seed_46_game_374,46,374,default,village,1,0,5,left,edge,"[1,6,8]",2,1,1,2,2,villager,0,inner,left,"[2,9]","[""villager"",""villager""]",2,0,0,0,0,2,3,3,0,3
default_seed_46_game_375,46,375,default,village,1,0,10,right,edge,"[1,4,7]",1,2,2,1,3,villager,0,inner,left,"[3,9,9]","[""villager"",""villager"",""villager""]",3,0,0,0,1,,3,3,0,3
default_seed_46_game_376,46,376,default,village,1,0,9,right,inner,"[5,6,7]",2,1,1,2,5,werewolf,1,edge,left,"[5,8,3]","[""werewolf"",""hunter"",""villager""]",3,1,1,1,0,3,3,4,0,4
default_seed_46_game_377,46,377,default,wolf,0,1,10,right,edge,"[1,4,8]",1,2,2,1,4,werewolf,1,inner,left,"[4,1,3]","[""werewolf"",""werewolf"",""hunter""]",3,1,2,1,0,3,4,2,1,1
default_seed_46_game_378,46,378,default,village,1,0,7,right,inner,"[3,4,10]",1,2,2,1,8,villager,0,inner,right,"[8,6,9]","[""villager"",""witch"",""villager""]",3,0,0,0,0,3,4,2,0,2
default_seed_46_game_379,46,379,default,wolf,0,1,7,right,inner,"[1,2,4]",1,2,3,0,8,villager,0,inner,right,"[8,3,6]","[""villager"",""hunter"",""villager""]",3,0,0,0,0,3,3,4,2,2
default_seed_46_game_380,46,380,default,village,1,0,4,left,inner,"[1,2,6]",2,1,2,1,2,werewolf,1,inner,left,"[2,1,6]","[""werewolf"",""werewolf"",""werewolf""]",3,1,3,1,1,,3,4,0,4
default_seed_46_game_381,46,381,default,village,1,0,10,right,edge,"[2,3,5]",1,2,3,0,7,villager,0,inner,right,"[7,5]","[""villager"",""werewolf""]",2,1,1,0,0,2,2,6,0,6
default_seed_46_game_382,46,382,default,wolf,0,1,3,left,inner,"[4,6,9]",1,2,1,2,8,villager,0,inner,right,[8],"[""villager""]",1,0,0,0,0,1,4,2,1,1
default_seed_46_game_383,46,383,default,village,1,0,7,right,inner,"[1,3,5]",2,1,3,0,9,villager,0,inner,right,"[9,6,5]","[""villager"",""villager"",""werewolf""]",3,1,1,0,0,3,3,3,0,3
default_seed_46_game_384,46,384,default,wolf,0,1,2,left,inner,"[3,6,9]",1,2,1,2,6,werewolf,1,edge,right,"[6,10]","[""werewolf"",""hunter""]",2,1,1,1,0,2,3,4,2,2
default_seed_46_game_385,46,385,default,wolf,0,1,9,right,inner,"[1,4,10]",2,1,2,1,8,hunter,0,inner,right,"[8,4,1,6]","[""hunter"",""werewolf"",""werewolf"",""villager""]",4,1,2,0,1,,4,2,1,1
default_seed_46_game_386,46,386,default,village,1,0,6,right,edge,"[5,8,9]",1,2,1,2,3,hunter,0,inner,left,"[3,4,5]","[""hunter"",""witch"",""werewolf""]",3,1,1,0,1,,3,3,0,3
default_seed_46_game_387,46,387,default,wolf,0,1,4,left,inner,"[3,5,6]",2,1,2,1,6,werewolf,1,edge,right,"[6,5,2]","[""werewolf"",""werewolf"",""villager""]",3,1,2,1,0,3,3,2,1,1
default_seed_46_game_388,46,388,default,wolf,0,1,3,left,inner,"[1,6,9]",2,1,1,2,6,werewolf,1,edge,right,"[6,8,9]","[""werewolf"",""villager"",""werewolf""]",3,1,2,1,0,3,4,2,1,1
default_seed_46_game_389,46,389,default,wolf,0,1,2,left,inner,"[7,8,9]",0,3,0,3,1,villager,0,edge,left,"[1,9,8]","[""villager"",""werewolf"",""werewolf""]",3,1,2,0,0,3,4,2,1,1
default_seed_46_game_390,46,390,default,wolf,0,1,7,right,inner,"[2,5,8]",1,2,2,1,1,villager,0,edge,left,"[1,5]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,4,2,2
default_seed_46_game_391,46,391,default,wolf,0,1,9,right,inner,"[2,3,4]",0,3,3,0,5,villager,0,edge,left,"[5,10,6,8,8]","[""villager"",""villager"",""villager"",""hunter"",""hunter""]",5,0,0,0,0,5,5,2,1,1
default_seed_46_game_392,46,392,default,wolf,0,1,7,right,inner,"[1,9,10]",2,1,1,2,4,villager,0,inner,left,"[4,5]","[""villager"",""villager""]",2,0,0,0,0,2,2,6,3,3
default_seed_46_game_393,46,393,default,wolf,0,1,3,left,inner,"[8,9,10]",1,2,0,3,8,werewolf,1,inner,right,"[8,1,10]","[""werewolf"",""hunter"",""werewolf""]",3,1,2,1,0,3,4,2,1,1
default_seed_46_game_394,46,394,default,wolf,0,1,8,right,inner,"[1,3,5]",2,1,3,0,10,villager,0,edge,right,"[10,4,3]","[""villager"",""hunter"",""werewolf""]",3,1,1,0,0,3,3,6,3,3
default_seed_46_game_395,46,395,default,wolf,0,1,1,left,edge,"[4,5,8]",1,2,2,1,5,werewolf,1,edge,left,"[5,10]","[""werewolf"",""hunter""]",2,1,1,1,0,2,3,4,2,2
default_seed_46_game_396,46,396,default,wolf,0,1,5,left,edge,"[3,7,8]",0,3,1,2,1,hunter,0,edge,left,"[1,1,9]","[""hunter"",""hunter"",""villager""]",3,0,0,0,0,3,3,6,3,3
default_seed_46_game_397,46,397,default,village,1,0,4,left,inner,"[2,8,9]",0,3,1,2,9,werewolf,1,inner,right,"[9,3,10]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,4,2,0,2
default_seed_46_game_398,46,398,default,wolf,0,1,5,left,edge,"[1,2,6]",2,1,2,1,8,villager,0,inner,right,"[8,2,8,6]","[""villager"",""werewolf"",""villager"",""werewolf""]",4,1,2,0,0,4,4,2,1,1
default_seed_46_game_399,46,399,default,wolf,0,1,1,left,edge,"[2,4,8]",0,3,2,1,4,werewolf,1,inner,left,"[4,2]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,3,2,1,1
default_seed_46_game_400,46,400,default,wolf,0,1,8,right,inner,"[1,4,6]",2,1,2,1,9,witch,0,inner,right,"[9,9]","[""witch"",""witch""]",2,0,0,0,0,2,2,6,3,3
default_seed_46_game_401,46,401,default,wolf,0,1,9,right,inner,"[2,4,7]",0,3,2,1,3,hunter,0,inner,left,"[3,10]","[""hunter"",""villager""]",2,0,0,0,0,2,2,6,3,3
default_seed_46_game_402,46,402,default,village,1,0,9,right,inner,"[1,3,10]",2,1,2,1,4,villager,0,inner,left,"[4,4,6]","[""villager"",""villager"",""villager""]",3,0,0,0,0,3,3,4,0,4
default_seed_46_game_403,46,403,default,village,1,0,7,right,inner,"[2,5,8]",1,2,2,1,5,werewolf,1,edge,left,"[5,8]","[""werewolf"",""werewolf""]",2,1,2,1,1,,2,6,0,6
default_seed_46_game_404,46,404,default,village,1,0,3,left,inner,"[5,8,9]",1,2,1,2,8,werewolf,1,inner,right,"[8,2,7]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,4,2,0,2
default_seed_46_game_405,46,405,default,wolf,0,1,6,right,edge,"[2,5,10]",2,1,2,1,9,villager,0,inner,right,[9],"[""villager""]",1,0,0,0,0,1,2,6,3,3
default_seed_46_game_406,46,406,default,wolf,0,1,3,left,inner,"[7,9,10]",1,2,0,3,6,hunter,0,edge,right,[6],"[""hunter""]",1,0,0,0,0,1,3,6,3,3
default_seed_46_game_407,46,407,default,wolf,0,1,8,right,inner,"[4,7,10]",1,2,1,2,4,werewolf,1,inner,left,"[4,6]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,4,2,2
default_seed_46_game_408,46,408,default,village,1,0,7,right,inner,"[1,9,10]",2,1,1,2,1,werewolf,1,edge,left,"[1,4]","[""werewolf"",""witch""]",2,1,1,1,0,2,3,3,0,3
default_seed_46_game_409,46,409,default,wolf,0,1,5,left,edge,"[2,4,9]",0,3,2,1,3,hunter,0,inner,left,"[3,4,10]","[""hunter"",""werewolf"",""villager""]",3,1,1,0,0,3,4,2,1,1
default_seed_46_game_410,46,410,default,wolf,0,1,6,right,edge,"[3,4,10]",1,2,2,1,8,villager,0,inner,right,"[8,7,8,8]","[""villager"",""witch"",""villager"",""villager""]",4,0,0,0,0,4,4,2,1,1
default_seed_46_game_411,46,411,default,village,1,0,9,right,inner,"[3,4,7]",0,3,2,1,7,werewolf,1,inner,right,"[7,5,8]","[""werewolf"",""villager"",""villager""]",3,1,1,1,1,,3,3,0,3
default_seed_46_game_412,46,412,default,village,1,0,5,left,edge,"[2,8,10]",1,2,1,2,4,hunter,0,inner,left,"[4,4,8]","[""hunter"",""hunter"",""werewolf""]",3,1,1,0,0,3,4,2,0,2
default_seed_46_game_413,46,413,default,village,1,0,4,left,inner,"[1,2,3]",1,2,3,0,7,villager,0,inner,right,"[7,2]","[""villager"",""werewolf""]",2,1,1,0,0,2,2,6,0,6
default_seed_46_game_414,46,414,default,wolf,0,1,2,left,inner,"[1,3,4]",1,2,3,0,9,hunter,0,inner,right,[9],"[""hunter""]",1,0,0,0,0,1,4,4,2,2
default_seed_46_game_415,46,415,default,wolf,0,1,6,right,edge,"[1,2,8]",1,2,2,1,5,villager,0,edge,left,"[5,5]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
default_seed_46_game_416,46,416,default,wolf,0,1,5,left,edge,"[2,3,4]",0,3,3,0,2,werewolf,1,inner,left,"[2,10,1]","[""werewolf"",""villager"",""witch""]",3,1,1,1,0,3,4,2,1,1
default_seed_46_game_417,46,417,default,wolf,0,1,2,left,inner,"[3,4,5]",1,2,3,0,3,werewolf,1,inner,left,[3],"[""werewolf""]",1,1,1,1,0,1,3,2,1,1
default_seed_46_game_418,46,418,default,wolf,0,1,7,right,inner,"[2,6,10]",2,1,1,2,8,villager,0,inner,right,"[8,5]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
default_seed_46_game_419,46,419,default,village,1,0,5,left,edge,"[1,3,8]",1,2,2,1,1,werewolf,1,edge,left,"[1,8]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,2,6,0,6
default_seed_46_game_420,46,420,default,village,1,0,1,left,edge,"[4,8,10]",1,2,1,2,2,witch,0,inner,left,"[2,9]","[""witch"",""villager""]",2,0,0,0,0,2,3,3,0,3
default_seed_46_game_421,46,421,default,village,1,0,10,right,edge,"[2,5,7]",1,2,2,1,6,villager,0,edge,right,"[6,2]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,2,0,2
default_seed_46_game_422,46,422,default,wolf,0,1,4,left,inner,"[2,5,8]",1,2,2,1,8,werewolf,1,inner,right,"[8,7,10]","[""werewolf"",""villager"",""villager""]",3,1,1,1,0,3,4,2,1,1
default_seed_46_game_423,46,423,default,wolf,0,1,9,right,inner,"[3,6,8]",1,2,1,2,3,werewolf,1,inner,left,"[3,4,8,6]","[""werewolf"",""witch"",""werewolf"",""werewolf""]",4,1,3,1,1,,4,2,1,1
default_seed_46_game_424,46,424,default,village,1,0,1,left,edge,"[7,9,10]",1,2,0,3,6,villager,0,edge,right,"[6,10]","[""villager"",""werewolf""]",2,1,1,0,0,2,4,2,0,2
default_seed_46_game_425,46,425,default,village,1,0,9,right,inner,"[2,6,7]",1,2,1,2,7,werewolf,1,inner,right,[7],"[""werewolf""]",1,1,1,1,0,1,4,2,0,2
default_seed_46_game_426,46,426,default,village,1,0,3,left,inner,"[4,5,8]",1,2,2,1,8,werewolf,1,inner,right,"[8,4,1]","[""werewolf"",""werewolf"",""hunter""]",3,1,2,1,1,,3,3,0,3
default_seed_46_game_427,46,427,default,wolf,0,1,3,left,inner,"[2,7,10]",1,2,1,2,10,werewolf,1,edge,right,"[10,7]","[""werewolf"",""werewolf""]",2,1,2,1,0,2,4,2,1,1
default_seed_46_game_428,46,428,default,wolf,0,1,7,right,inner,"[2,4,10]",1,2,2,1,9,villager,0,inner,right,"[9,5,9]","[""villager"",""villager"",""villager""]",3,0,0,0,1,,3,4,2,2
default_seed_46_game_429,46,429,default,village,1,0,7,right,inner,"[2,5,8]",1,2,2,1,8,werewolf,1,inner,right,"[8,9,1]","[""werewolf"",""witch"",""villager""]",3,1,1,1,0,3,4,2,0,2
default_seed_46_game_430,46,430,default,wolf,0,1,4,left,inner,"[7,9,10]",1,2,0,3,5,villager,0,edge,left,"[5,2,7,5]","[""villager"",""hunter"",""werewolf"",""villager""]",4,1,1,0,0,4,4,2,1,1
default_seed_46_game_431,46,431,default,village,1,0,7,right,inner,"[1,2,10]",2,1,2,1,2,werewolf,1,inner,left,"[2,9]","[""werewolf"",""villager""]",2,1,1,1,1,,2,6,0,6
default_seed_46_game_432,46,432,default,village,1,0,10,right,edge,"[4,7,9]",0,3,1,2,1,witch,0,edge,left,"[1,6,5,2]","[""witch"",""villager"",""villager"",""hunter""]",4,0,0,0,1,,4,3,0,3
default_seed_46_game_433,46,433,default,village,1,0,5,left,edge,"[4,6,7]",1,2,1,2,3,villager,0,inner,left,"[3,3]","[""villager"",""villager""]",2,0,0,0,0,2,3,2,0,2
default_seed_46_game_434,46,434,default,village,1,0,8,right,inner,"[2,9,10]",1,2,1,2,5,villager,0,edge,left,"[5,2,1]","[""villager"",""werewolf"",""villager""]",3,1,1,0,0,3,4,2,0,2
default_seed_46_game_435,46,435,default,wolf,0,1,6,right,edge,"[4,7,9]",0,3,1,2,3,witch,0,inner,left,"[3,2,4]","[""witch"",""villager"",""werewolf""]",3,1,1,0,0,3,4,2,1,1
default_seed_46_game_436,46,436,default,wolf,0,1,6,right,edge,"[2,5,8]",1,2,2,1,1,witch,0,edge,left,"[1,5,1]","[""witch"",""werewolf"",""witch""]",3,1,1,0,0,3,3,4,2,2
default_seed_46_game_437,46,437,default,village,1,0,8,right,inner,"[6,7,9]",1,2,0,3,5,villager,0,edge,left,"[5,6,2,7]","[""villager"",""werewolf"",""villager"",""werewolf""]",4,1,2,0,1,,4,2,0,2
default_seed_46_game_438,46,438,default,wolf,0,1,8,right,inner,"[4,7,10]",1,2,1,2,5,witch,0,edge,left,"[5,10,2,5]","[""witch"",""werewolf"",""villager"",""witch""]",4,1,1,0,0,4,4,2,1,1
default_seed_46_game_439,46,439,default,wolf,0,1,9,right,inner,"[2,6,8]",1,2,1,2,10,hunter,0,edge,right,"[10,7,6]","[""hunter"",""villager"",""werewolf""]",3,1,1,0,0,3,4,2,1,1
default_seed_46_game_440,46,440,default,wolf,0,1,6,right,edge,"[3,8,9]",0,3,1,2,9,werewolf,1,inner,right,"[9,5]","[""werewolf"",""hunter""]",2,1,1,1,0,2,5,2,1,1
default_seed_46_game_441,46,441,default,wolf,0,1,9,right,inner,"[1,3,6]",2,1,2,1,3,werewolf,1,inner,left,"[3,4]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,1,1
default_seed_46_game_442,46,442,default,wolf,0,1,5,left,edge,"[4,7,10]",1,2,1,2,3,hunter,0,inner,left,[3],"[""hunter""]",1,0,0,0,0,1,4,2,1,1
default_seed_46_game_443,46,443,default,wolf,0,1,9,right,inner,"[4,6,8]",1,2,1,2,2,villager,0,inner,left,"[2,4]","[""villager"",""werewolf""]",2,1,1,0,0,2,3,4,2,2
default_seed_46_game_444,46,444,default,wolf,0,1,6,right,edge,"[3,8,10]",1,2,1,2,1,witch,0,edge,left,"[1,2]","[""witch"",""villager""]",2,0,0,0,0,2,4,2,1,1
default_seed_46_game_445,46,445,default,wolf,0,1,5,left,edge,"[1,8,9]",1,2,1,2,8,werewolf,1,inner,right,"[8,2,6]","[""werewolf"",""villager"",""witch""]",3,1,1,1,0,3,4,4,2,2
default_seed_46_game_446,46,446,default,wolf,0,1,8,right,inner,"[2,6,7]",1,2,1,2,2,werewolf,1,inner,left,"[2,1]","[""werewolf"",""villager""]",2,1,1,1,0,2,4,2,1,1
default_seed_46_game_447,46,447,default,wolf,0,1,8,right,inner,"[2,6,7]",1,2,1,2,3,villager,0,inner,left,"[3,9]","[""villager"",""villager""]",2,0,0,0,1,,2,6,3,3
default_seed_46_game_448,46,448,default,village,1,0,8,right,inner,"[3,6,7]",1,2,1,2,7,werewolf,1,inner,right,"[7,4,3]","[""werewolf"",""villager"",""werewolf""]",3,1,2,1,0,3,3,5,0,5
default_seed_46_game_449,46,449,default,wolf,0,1,7,right,inner,"[1,4,8]",1,2,2,1,9,villager,0,inner,right,"[9,8]","[""villager"",""werewolf""]",2,1,1,0,0,2,3,4,2,2
default_seed_46_game_450,46,450,default,wolf,0,1,10,right,edge,"[2,5,6]",2,1,2,1,4,villager,0,inner,left,"[4,7,8]","[""villager"",""villager"",""witch""]",3,0,0,0,1,,3,4,2,2
default_seed_46_game_451,46,451,default,village,1,0,6,right,edge,"[1,9,10]",2,1,1,2,10,werewolf,1,edge,right,"[10,4]","[""werewolf"",""witch""]",2,1,1,1,1,,2,6,0,6
default_seed_46_game_452,46,452,default,wolf,0,1,2,left,inner,"[3,6,8]",1,2,1,2,4,villager,0,inner,left,"[4,10,8,4]","[""villager"",""villager"",""werewolf"",""villager""]",4,1,1,0,0,4,5,2,1,1
default_seed_46_game_453,46,453,default,village,1,0,8,right,inner,"[2,3,7]",0,3,2,1,10,villager,0,edge,right,"[10,6,10]","[""villager"",""villager"",""villager""]",3,0,0,0,0,3,4,3,0,3
default_seed_46_game_454,46,454,default,wolf,0,1,7,right,inner,"[1,2,6]",2,1,2,1,4,witch,0,inner,left,"[4,6,1,5]","[""witch"",""werewolf"",""werewolf"",""hunter""]",4,1,2,0,1,,4,2,1,1
default_seed_46_game_455,46,455,default,wolf,0,1,1,left,edge,"[2,6,10]",2,1,1,2,3,villager,0,inner,left,"[3,4]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
default_seed_46_game_456,46,456,default,wolf,0,1,3,left,inner,"[6,7,8]",1,2,0,3,5,villager,0,edge,left,[5],"[""villager""]",1,0,0,0,0,1,2,6,3,3
default_seed_46_game_457,46,457,default,village,1,0,1,left,edge,"[3,5,9]",1,2,2,1,6,villager,0,edge,right,"[6,10]","[""villager"",""villager""]",2,0,0,0,0,2,4,2,0,2
default_seed_46_game_458,46,458,default,village,1,0,10,right,edge,"[2,5,7]",1,2,2,1,3,villager,0,inner,left,"[3,6,7]","[""villager"",""villager"",""werewolf""]",3,1,1,0,1,,3,4,0,4
default_seed_46_game_459,46,459,default,wolf,0,1,1,left,edge,"[4,6,10]",2,1,1,2,8,villager,0,inner,right,"[8,4,8]","[""villager"",""werewolf"",""villager""]",3,1,1,0,0,3,4,2,1,1
default_seed_46_game_460,46,460,default,wolf,0,1,5,left,edge,"[7,8,10]",1,2,0,3,9,hunter,0,inner,right,"[9,6]","[""hunter"",""villager""]",2,0,0,0,0,2,3,6,3,3
default_seed_46_game_461,46,461,default,wolf,0,1,9,right,inner,"[1,2,8]",1,2,2,1,10,villager,0,edge,right,"[10,2,10]","[""villager"",""werewolf"",""villager""]",3,1,1,0,0,3,3,4,2,2
default_seed_46_game_462,46,462,default,wolf,0,1,3,left,inner,"[2,4,6]",1,2,2,1,8,villager,0,inner,right,[8],"[""villager""]",1,0,0,0,0,1,2,6,3,3
default_seed_46_game_463,46,463,default,village,1,0,5,left,edge,"[1,6,10]",3,0,1,2,1,werewolf,1,edge,left,"[1,10,6]","[""werewolf"",""werewolf"",""werewolf""]",3,1,3,1,1,,3,4,0,4
default_seed_46_game_464,46,464,default,village,1,0,8,right,inner,"[1,5,7]",2,1,2,1,2,villager,0,inner,left,"[2,2,9,6]","[""villager"",""villager"",""villager"",""villager""]",4,0,0,0,1,,4,2,0,2
default_seed_46_game_465,46,465,default,wolf,0,1,2,left,inner,"[3,4,5]",1,2,3,0,7,villager,0,inner,right,"[7,7]","[""villager"",""villager""]",2,0,0,0,0,2,3,4,2,2
default_seed_46_game_466,46,466,default,wolf,0,1,4,left,inner,"[1,6,8]",2,1,1,2,6,werewolf,1,edge,right,"[6,2,7,2]","[""werewolf"",""villager"",""villager"",""villager""]",4,1,1,1,1,,4,4,2,2
